,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
183,[-19.87181183],[-20.96645982],[-22.0611078],[-23.15575578],[-24.25040377],[-25.34505175],[-26.43969974],[-27.53434772],[-28.62899571],[-29.72364369],[-30.81829167],[-32.3202545],[-33.82221733],[-35.32418015],[-36.82614298],[-38.3281058],[-39.83006863],[-41.33203146],[-42.83399428],[-44.33595711],[-45.83791994],[-45.69062439],[-45.54332884],[-45.39603329],[-45.24873775],[-45.1014422],[-44.95414665],[-44.8068511],[-44.65955556],[-44.51226001],[-44.36496446],[-44.00676244],[-43.64856042],[-43.2903584],[-42.93215638],[-42.57395436],[-42.21575234],[-41.85755032],[-41.4993483],[-41.14114628],[-40.78294426],[-41.44965193],[-42.11635959],[-42.78306726],[-43.44977493],[-44.11648259],[-44.78319026],[-45.44989793],[-46.11660559],[-46.78331326],[-47.45002093],[-47.71927381],[-47.98852669],[-48.25777956],[-48.52703244],[-48.79628532],[-49.0655382],[-49.33479108],[-49.60404396],[-49.87329684],[-50.14254972],[-51.49073283],[-52.83891594],[-54.18709905],[-55.53528216],[-56.88346527],[-58.23164838],[-59.57983149],[-60.9280146],[-62.27619771],[-63.62438082],[-63.60190664],[-63.57943246],[-63.55695827],[-63.53448409],[-63.51200991],[-63.48953573],[-63.46706155],[-63.44458736],[-63.42211318],[-63.399639],[-62.83806106],[-62.27648312],[-61.71490518],[-61.15332724],[-60.5917493],[-60.03017136],[-59.46859343],[-58.90701549],[-58.34543755],[-57.78385961],[-56.87330869],[-55.96275777],[-55.05220685],[-54.14165593],[-53.23110501],[-52.32055409],[-51.41000317],[-50.49945225],[-49.58890134],[-48.67835042],[-48.49952845],[-48.32070648],[-48.14188451],[-47.96306254],[-47.78424058],[-47.60541861],[-47.42659664],[-47.24777467],[-47.0689527],[-46.89013073],[-46.34829204],[-45.80645335],[-45.26461465],[-44.72277596],[-44.18093727],[-43.63909857],[-43.09725988],[-42.55542119],[-42.01358249],[-41.4717438],[-41.85904341],[-42.24634303],[-42.63364264],[-43.02094225],[-43.40824187],[-43.79554148],[-44.1828411],[-44.57014071],[-44.95744032],[-45.34473994],[-45.08757298],[-44.83040603],[-44.57323907],[-44.31607212],[-44.05890516],[-43.80173821],[-43.54457125],[-43.2874043],[-43.03023735],[-42.77307039],[-41.52966956],[-40.28626873],[-39.04286789],[-37.79946706],[-36.55606623],[-35.3126654],[-34.06926457],[-32.82586373],[-31.5824629],[-30.33906207],[-29.30402928],[-28.26899648],[-27.23396369],[-26.1989309],[-25.1638981],[-24.12886531],[-23.09383252],[-22.05879972],[-21.02376693],[-19.98873414]
184,[-15.61134241],[-16.82484446],[-18.0383465],[-19.25184854],[-20.46535059],[-21.67885263],[-22.89235467],[-24.10585671],[-25.31935876],[-26.5328608],[-27.74636284],[-30.54953842],[-33.352714],[-36.15588958],[-38.95906516],[-41.76224075],[-44.56541633],[-47.36859191],[-50.17176749],[-52.97494307],[-55.77811865],[-54.43841017],[-53.0987017],[-51.75899323],[-50.41928475],[-49.07957628],[-47.7398678],[-46.40015933],[-45.06045086],[-43.72074238],[-42.38103391],[-42.5817706],[-42.7825073],[-42.98324399],[-43.18398068],[-43.38471738],[-43.58545407],[-43.78619077],[-43.98692746],[-44.18766415],[-44.38840085],[-44.89231726],[-45.39623367],[-45.90015009],[-46.4040665],[-46.90798291],[-47.41189933],[-47.91581574],[-48.41973216],[-48.92364857],[-49.42756498],[-49.1942704],[-48.96097581],[-48.72768122],[-48.49438664],[-48.26109205],[-48.02779746],[-47.79450287],[-47.56120829],[-47.3279137],[-47.09461911],[-49.89759618],[-52.70057326],[-55.50355033],[-58.3065274],[-61.10950447],[-63.91248154],[-66.71545861],[-69.51843568],[-72.32141275],[-75.12438982],[-74.3197671],[-73.51514437],[-72.71052165],[-71.90589893],[-71.1012762],[-70.29665348],[-69.49203076],[-68.68740803],[-67.88278531],[-67.07816258],[-66.39884738],[-65.71953217],[-65.04021697],[-64.36090176],[-63.68158656],[-63.00227136],[-62.32295615],[-61.64364095],[-60.96432574],[-60.28501054],[-59.01151176],[-57.73801299],[-56.46451421],[-55.19101544],[-53.91751666],[-52.64401789],[-51.37051912],[-50.09702034],[-48.82352157],[-47.55002279],[-47.49288533],[-47.43574786],[-47.37861039],[-47.32147292],[-47.26433545],[-47.20719799],[-47.15006052],[-47.09292305],[-47.03578558],[-46.97864812],[-46.2461354],[-45.51362268],[-44.78110996],[-44.04859725],[-43.31608453],[-42.58357181],[-41.8510591],[-41.11854638],[-40.38603366],[-39.65352094],[-40.03038824],[-40.40725554],[-40.78412284],[-41.16099014],[-41.53785744],[-41.91472474],[-42.29159204],[-42.66845934],[-43.04532664],[-43.42219394],[-44.00360262],[-44.5850113],[-45.16641998],[-45.74782866],[-46.32923733],[-46.91064601],[-47.49205469],[-48.07346337],[-48.65487205],[-49.23628073],[-47.12079995],[-45.00531917],[-42.88983839],[-40.77435761],[-38.65887683],[-36.54339605],[-34.42791527],[-32.31243449],[-30.19695371],[-28.08147293],[-26.83621774],[-25.59096255],[-24.34570736],[-23.10045217],[-21.85519698],[-20.60994179],[-19.3646866],[-18.11943141],[-16.87417622],[-15.62892103]
185,[-13.8359919],[-15.61137728],[-17.38676267],[-19.16214805],[-20.93753343],[-22.71291882],[-24.4883042],[-26.26368959],[-28.03907497],[-29.81446036],[-31.58984574],[-33.44285326],[-35.29586077],[-37.14886828],[-39.0018758],[-40.85488331],[-42.70789082],[-44.56089834],[-46.41390585],[-48.26691336],[-50.11992087],[-49.97024846],[-49.82057605],[-49.67090363],[-49.52123122],[-49.3715588],[-49.22188639],[-49.07221398],[-48.92254156],[-48.77286915],[-48.62319673],[-48.38106932],[-48.13894191],[-47.8968145],[-47.65468709],[-47.41255968],[-47.17043227],[-46.92830486],[-46.68617745],[-46.44405004],[-46.20192263],[-46.70057063],[-47.19921863],[-47.69786662],[-48.19651462],[-48.69516262],[-49.19381061],[-49.69245861],[-50.19110661],[-50.68975461],[-51.1884026],[-51.03128713],[-50.87417165],[-50.71705617],[-50.5599407],[-50.40282522],[-50.24570974],[-50.08859427],[-49.93147879],[-49.77436331],[-49.61724784],[-51.08730539],[-52.55736294],[-54.0274205],[-55.49747805],[-56.96753561],[-58.43759316],[-59.90765071],[-61.37770827],[-62.84776582],[-64.31782337],[-63.88433483],[-63.45084628],[-63.01735773],[-62.58386918],[-62.15038063],[-61.71689208],[-61.28340353],[-60.84991499],[-60.41642644],[-59.98293789],[-59.96329939],[-59.9436609],[-59.9240224],[-59.90438391],[-59.88474541],[-59.86510691],[-59.84546842],[-59.82582992],[-59.80619143],[-59.78655293],[-58.58604775],[-57.38554256],[-56.18503738],[-54.98453219],[-53.78402701],[-52.58352182],[-51.38301664],[-50.18251145],[-48.98200627],[-47.78150109],[-47.79352318],[-47.80554528],[-47.81756737],[-47.82958947],[-47.84161156],[-47.85363366],[-47.86565575],[-47.87767785],[-47.88969994],[-47.90172204],[-47.40795434],[-46.91418664],[-46.42041894],[-45.92665123],[-45.43288353],[-44.93911583],[-44.44534813],[-43.95158043],[-43.45781273],[-42.96404503],[-43.19176218],[-43.41947934],[-43.64719649],[-43.87491365],[-44.1026308],[-44.33034796],[-44.55806511],[-44.78578227],[-45.01349942],[-45.24121658],[-45.30081963],[-45.36042268],[-45.42002574],[-45.47962879],[-45.53923184],[-45.59883489],[-45.65843794],[-45.718041],[-45.77764405],[-45.8372471],[-44.44438664],[-43.05152618],[-41.65866572],[-40.26580525],[-38.87294479],[-37.48008433],[-36.08722387],[-34.69436341],[-33.30150295],[-31.90864248],[-30.10024668],[-28.29185088],[-26.48345508],[-24.67505928],[-22.86666348],[-21.05826768],[-19.24987188],[-17.44147608],[-15.63308028],[-13.82468448]
186,[-12.06064138],[-14.3979101],[-16.73517883],[-19.07244756],[-21.40971628],[-23.74698501],[-26.08425374],[-28.42152246],[-30.75879119],[-33.09605992],[-35.43332864],[-36.33616809],[-37.23900753],[-38.14184698],[-39.04468643],[-39.94752587],[-40.85036532],[-41.75320476],[-42.65604421],[-43.55888366],[-44.4617231],[-45.50208675],[-46.54245039],[-47.58281404],[-48.62317768],[-49.66354133],[-50.70390497],[-51.74426862],[-52.78463227],[-53.82499591],[-54.86535956],[-54.18036804],[-53.49537653],[-52.81038502],[-52.1253935],[-51.44040199],[-50.75541047],[-50.07041896],[-49.38542745],[-48.70043593],[-48.01544442],[-48.508824],[-49.00220358],[-49.49558316],[-49.98896274],[-50.48234232],[-50.9757219],[-51.46910148],[-51.96248106],[-52.45586064],[-52.94924022],[-52.86830386],[-52.78736749],[-52.70643112],[-52.62549476],[-52.54455839],[-52.46362203],[-52.38268566],[-52.30174929],[-52.22081293],[-52.13987656],[-52.2770146],[-52.41415263],[-52.55129067],[-52.68842871],[-52.82556674],[-52.96270478],[-53.09984282],[-53.23698085],[-53.37411889],[-53.51125693],[-53.44890255],[-53.38654818],[-53.32419381],[-53.26183943],[-53.19948506],[-53.13713069],[-53.07477631],[-53.01242194],[-52.95006757],[-52.88771319],[-53.52775141],[-54.16778962],[-54.80782783],[-55.44786605],[-56.08790426],[-56.72794247],[-57.36798069],[-58.0080189],[-58.64805711],[-59.28809533],[-58.16058373],[-57.03307214],[-55.90556054],[-54.77804895],[-53.65053735],[-52.52302576],[-51.39551416],[-50.26800257],[-49.14049097],[-48.01297938],[-48.09416104],[-48.17534269],[-48.25652435],[-48.33770601],[-48.41888767],[-48.50006933],[-48.58125099],[-48.66243265],[-48.7436143],[-48.82479596],[-48.56977328],[-48.31475059],[-48.05972791],[-47.80470522],[-47.54968254],[-47.29465985],[-47.03963717],[-46.78461448],[-46.5295918],[-46.27456911],[-46.35313612],[-46.43170313],[-46.51027014],[-46.58883715],[-46.66740416],[-46.74597117],[-46.82453818],[-46.9031052],[-46.98167221],[-47.06023922],[-46.59803664],[-46.13583407],[-45.67363149],[-45.21142892],[-44.74922635],[-44.28702377],[-43.8248212],[-43.36261862],[-42.90041605],[-42.43821347],[-41.76797333],[-41.09773319],[-40.42749304],[-39.7572529],[-39.08701276],[-38.41677261],[-37.74653247],[-37.07629232],[-36.40605218],[-35.73581204],[-33.36427563],[-30.99273922],[-28.6212028],[-26.24966639],[-23.87812998],[-21.50659357],[-19.13505716],[-16.76352075],[-14.39198434],[-12.02044793]
187,[-12.06207452],[-14.59311297],[-17.12415143],[-19.65518988],[-22.18622834],[-24.71726679],[-27.24830524],[-29.7793437],[-32.31038215],[-34.8414206],[-37.37245906],[-37.90263882],[-38.43281858],[-38.96299834],[-39.4931781],[-40.02335786],[-40.55353762],[-41.08371738],[-41.61389714],[-42.1440769],[-42.67425667],[-43.22162881],[-43.76900095],[-44.31637309],[-44.86374523],[-45.41111737],[-45.95848951],[-46.50586165],[-47.05323379],[-47.60060593],[-48.14797807],[-48.03232106],[-47.91666406],[-47.80100705],[-47.68535005],[-47.56969304],[-47.45403604],[-47.33837903],[-47.22272203],[-47.10706502],[-46.99140802],[-47.30966161],[-47.6279152],[-47.94616879],[-48.26442239],[-48.58267598],[-48.90092957],[-49.21918316],[-49.53743676],[-49.85569035],[-50.17394394],[-50.19119791],[-50.20845188],[-50.22570586],[-50.24295983],[-50.2602138],[-50.27746777],[-50.29472174],[-50.31197571],[-50.32922969],[-50.34648366],[-51.1247245],[-51.90296535],[-52.68120619],[-53.45944704],[-54.23768789],[-55.01592873],[-55.79416958],[-56.57241042],[-57.35065127],[-58.12889211],[-57.7794111],[-57.42993009],[-57.08044908],[-56.73096807],[-56.38148705],[-56.03200604],[-55.68252503],[-55.33304402],[-54.98356301],[-54.63408199],[-55.5517315],[-56.46938101],[-57.38703052],[-58.30468003],[-59.22232954],[-60.13997904],[-61.05762855],[-61.97527806],[-62.89292757],[-63.81057708],[-62.36241244],[-60.91424781],[-59.46608317],[-58.01791854],[-56.56975391],[-55.12158927],[-53.67342464],[-52.22526],[-50.77709537],[-49.32893074],[-48.97438316],[-48.61983559],[-48.26528802],[-47.91074045],[-47.55619287],[-47.2016453],[-46.84709773],[-46.49255016],[-46.13800258],[-45.78345501],[-45.76034428],[-45.73723354],[-45.71412281],[-45.69101207],[-45.66790134],[-45.64479061],[-45.62167987],[-45.59856914],[-45.5754584],[-45.55234767],[-45.52352752],[-45.49470737],[-45.46588722],[-45.43706707],[-45.40824692],[-45.37942677],[-45.35060662],[-45.32178646],[-45.29296631],[-45.26414616],[-44.90956268],[-44.55497919],[-44.20039571],[-43.84581222],[-43.49122873],[-43.13664525],[-42.78206176],[-42.42747828],[-42.07289479],[-41.7183113],[-41.30075342],[-40.88319554],[-40.46563766],[-40.04807978],[-39.6305219],[-39.21296402],[-38.79540614],[-38.37784826],[-37.96029038],[-37.5427325],[-34.98885207],[-32.43497165],[-29.88109123],[-27.32721081],[-24.77333038],[-22.21944996],[-19.66556954],[-17.11168912],[-14.5578087],[-12.00392827]
188,[-12.06350767],[-14.78831585],[-17.51312403],[-20.23793221],[-22.96274039],[-25.68754857],[-28.41235675],[-31.13716493],[-33.86197311],[-36.58678129],[-39.31158947],[-39.46910955],[-39.62662962],[-39.7841497],[-39.94166978],[-40.09918985],[-40.25670993],[-40.41423],[-40.57175008],[-40.72927015],[-40.88679023],[-40.94117086],[-40.9955515],[-41.04993213],[-41.10431277],[-41.1586934],[-41.21307404],[-41.26745468],[-41.32183531],[-41.37621595],[-41.43059658],[-41.88427408],[-42.33795159],[-42.79162909],[-43.24530659],[-43.6989841],[-44.1526616],[-44.60633911],[-45.06001661],[-45.51369411],[-45.96737162],[-46.11049922],[-46.25362682],[-46.39675443],[-46.53988203],[-46.68300964],[-46.82613724],[-46.96926485],[-47.11239245],[-47.25552006],[-47.39864766],[-47.51409197],[-47.62953628],[-47.74498059],[-47.8604249],[-47.97586921],[-48.09131352],[-48.20675783],[-48.32220214],[-48.43764645],[-48.55309076],[-49.97243441],[-51.39177806],[-52.81112172],[-54.23046537],[-55.64980903],[-57.06915268],[-58.48849634],[-59.90783999],[-61.32718365],[-62.7465273],[-62.10991965],[-61.473312],[-60.83670435],[-60.2000967],[-59.56348905],[-58.9268814],[-58.29027375],[-57.6536661],[-57.01705845],[-56.3804508],[-57.5757116],[-58.7709724],[-59.9662332],[-61.16149401],[-62.35675481],[-63.55201561],[-64.74727642],[-65.94253722],[-67.13779802],[-68.33305883],[-66.56424115],[-64.79542348],[-63.02660581],[-61.25778813],[-59.48897046],[-57.72015279],[-55.95133511],[-54.18251744],[-52.41369977],[-50.64488209],[-49.85460529],[-49.06432849],[-48.27405168],[-47.48377488],[-46.69349808],[-45.90322127],[-45.11294447],[-44.32266767],[-43.53239086],[-42.74211406],[-42.95091528],[-43.15971649],[-43.36851771],[-43.57731893],[-43.78612014],[-43.99492136],[-44.20372258],[-44.4125238],[-44.62132501],[-44.83012623],[-44.69391892],[-44.55771161],[-44.4215043],[-44.28529698],[-44.14908967],[-44.01288236],[-43.87667505],[-43.74046773],[-43.60426042],[-43.46805311],[-43.22108871],[-42.97412431],[-42.72715992],[-42.48019552],[-42.23323112],[-41.98626673],[-41.73930233],[-41.49233793],[-41.24537353],[-40.99840914],[-40.83353352],[-40.6686579],[-40.50378228],[-40.33890666],[-40.17403105],[-40.00915543],[-39.84427981],[-39.67940419],[-39.51452857],[-39.34965296],[-36.61342852],[-33.87720409],[-31.14097966],[-28.40475522],[-25.66853079],[-22.93230635],[-20.19608192],[-17.45985749],[-14.72363305],[-11.98740862]
189,[-13.91970687],[-15.82747853],[-17.73525019],[-19.64302185],[-21.55079351],[-23.45856517],[-25.36633684],[-27.2741085],[-29.18188016],[-31.08965182],[-32.99742348],[-33.65606983],[-34.31471618],[-34.97336253],[-35.63200889],[-36.29065524],[-36.94930159],[-37.60794794],[-38.26659429],[-38.92524064],[-39.58388699],[-40.0342246],[-40.48456222],[-40.93489983],[-41.38523744],[-41.83557506],[-42.28591267],[-42.73625029],[-43.1865879],[-43.63692551],[-44.08726313],[-44.21139734],[-44.33553156],[-44.45966577],[-44.58379999],[-44.7079342],[-44.83206842],[-44.95620264],[-45.08033685],[-45.20447107],[-45.32860528],[-45.2501577],[-45.17171012],[-45.09326253],[-45.01481495],[-44.93636736],[-44.85791978],[-44.7794722],[-44.70102461],[-44.62257703],[-44.54412944],[-45.13154104],[-45.71895264],[-46.30636424],[-46.89377584],[-47.48118744],[-48.06859904],[-48.65601064],[-49.24342224],[-49.83083384],[-50.41824544],[-51.06958376],[-51.72092208],[-52.3722604],[-53.02359872],[-53.67493705],[-54.32627537],[-54.97761369],[-55.62895201],[-56.28029034],[-56.93162866],[-57.14471547],[-57.35780229],[-57.57088911],[-57.78397592],[-57.99706274],[-58.21014955],[-58.42323637],[-58.63632318],[-58.84941],[-59.06249682],[-59.29602972],[-59.52956262],[-59.76309552],[-59.99662843],[-60.23016133],[-60.46369423],[-60.69722713],[-60.93076004],[-61.16429294],[-61.39782584],[-60.27010772],[-59.14238961],[-58.01467149],[-56.88695337],[-55.75923526],[-54.63151714],[-53.50379902],[-52.3760809],[-51.24836279],[-50.12064467],[-49.89994725],[-49.67924983],[-49.45855241],[-49.23785499],[-49.01715758],[-48.79646016],[-48.57576274],[-48.35506532],[-48.1343679],[-47.91367048],[-47.42523105],[-46.93679163],[-46.4483522],[-45.95991277],[-45.47147334],[-44.98303392],[-44.49459449],[-44.00615506],[-43.51771564],[-43.02927621],[-43.16148069],[-43.29368516],[-43.42588964],[-43.55809412],[-43.6902986],[-43.82250307],[-43.95470755],[-44.08691203],[-44.21911651],[-44.35132098],[-44.33551406],[-44.31970713],[-44.30390021],[-44.28809328],[-44.27228636],[-44.25647943],[-44.24067251],[-44.22486558],[-44.20905866],[-44.19325173],[-43.07351035],[-41.95376897],[-40.83402759],[-39.71428621],[-38.59454483],[-37.47480344],[-36.35506206],[-35.23532068],[-34.1155793],[-32.99583792],[-31.07856481],[-29.16129169],[-27.24401858],[-25.32674547],[-23.40947235],[-21.49219924],[-19.57492613],[-17.65765302],[-15.7403799],[-13.82310679]
190,[-15.77590607],[-16.86664121],[-17.95737635],[-19.04811149],[-20.13884664],[-21.22958178],[-22.32031692],[-23.41105206],[-24.50178721],[-25.59252235],[-26.68325749],[-27.84303012],[-29.00280274],[-30.16257537],[-31.322348],[-32.48212062],[-33.64189325],[-34.80166587],[-35.9614385],[-37.12121113],[-38.28098375],[-39.12727834],[-39.97357294],[-40.81986753],[-41.66616212],[-42.51245671],[-43.3587513],[-44.2050459],[-45.05134049],[-45.89763508],[-46.74392967],[-46.5385206],[-46.33311153],[-46.12770246],[-45.92229338],[-45.71688431],[-45.51147524],[-45.30606617],[-45.1006571],[-44.89524802],[-44.68983895],[-44.38981618],[-44.08979341],[-43.78977063],[-43.48974786],[-43.18972509],[-42.88970232],[-42.58967954],[-42.28965677],[-41.989634],[-41.68961123],[-42.74899012],[-43.808369],[-44.86774789],[-45.92712678],[-46.98650567],[-48.04588456],[-49.10526345],[-50.16464234],[-51.22402123],[-52.28340011],[-52.16673311],[-52.0500661],[-51.93339909],[-51.81673208],[-51.70006507],[-51.58339806],[-51.46673105],[-51.35006404],[-51.23339703],[-51.11673002],[-52.1795113],[-53.24229258],[-54.30507386],[-55.36785514],[-56.43063643],[-57.49341771],[-58.55619899],[-59.61898027],[-60.68176155],[-61.74454284],[-61.01634784],[-60.28815284],[-59.55995784],[-58.83176284],[-58.10356785],[-57.37537285],[-56.64717785],[-55.91898285],[-55.19078785],[-54.46259286],[-53.9759743],[-53.48935573],[-53.00273717],[-52.51611861],[-52.02950005],[-51.54288149],[-51.05626293],[-50.56964437],[-50.0830258],[-49.59640724],[-49.94528921],[-50.29417118],[-50.64305314],[-50.99193511],[-51.34081707],[-51.68969904],[-52.03858101],[-52.38746297],[-52.73634494],[-53.08522691],[-51.89954683],[-50.71386676],[-49.52818669],[-48.34250662],[-47.15682654],[-45.97114647],[-44.7854664],[-43.59978633],[-42.41410626],[-41.22842618],[-41.62904245],[-42.02965872],[-42.43027499],[-42.83089125],[-43.23150752],[-43.63212379],[-44.03274005],[-44.43335632],[-44.83397259],[-45.23458886],[-45.4499394],[-45.66528995],[-45.8806405],[-46.09599105],[-46.31134159],[-46.52669214],[-46.74204269],[-46.95739323],[-47.17274378],[-47.38809433],[-45.31348718],[-43.23888004],[-41.16427289],[-39.08966575],[-37.0150586],[-34.94045146],[-32.86584431],[-30.79123717],[-28.71663003],[-26.64202288],[-25.54370109],[-24.4453793],[-23.34705751],[-22.24873571],[-21.15041392],[-20.05209213],[-18.95377034],[-17.85544855],[-16.75712675],[-15.65880496]
191,[-19.72245336],[-20.64924144],[-21.57602952],[-22.5028176],[-23.42960568],[-24.35639376],[-25.28318184],[-26.20996992],[-27.136758],[-28.06354608],[-28.99033416],[-29.85289593],[-30.71545771],[-31.57801949],[-32.44058126],[-33.30314304],[-34.16570482],[-35.02826659],[-35.89082837],[-36.75339015],[-37.61595192],[-38.45911047],[-39.30226901],[-40.14542755],[-40.9885861],[-41.83174464],[-42.67490318],[-43.51806173],[-44.36122027],[-45.20437881],[-46.04753736],[-45.79785999],[-45.54818263],[-45.29850527],[-45.0488279],[-44.79915054],[-44.54947318],[-44.29979581],[-44.05011845],[-43.80044109],[-43.55076372],[-43.61678707],[-43.68281041],[-43.74883376],[-43.8148571],[-43.88088045],[-43.94690379],[-44.01292714],[-44.07895049],[-44.14497383],[-44.21099718],[-45.01719104],[-45.8233849],[-46.62957876],[-47.43577263],[-48.24196649],[-49.04816035],[-49.85435421],[-50.66054808],[-51.46674194],[-52.2729358],[-52.51857869],[-52.76422158],[-53.00986446],[-53.25550735],[-53.50115024],[-53.74679312],[-53.99243601],[-54.2380789],[-54.48372179],[-54.72936467],[-54.73975383],[-54.75014299],[-54.76053215],[-54.7709213],[-54.78131046],[-54.79169962],[-54.80208878],[-54.81247794],[-54.82286709],[-54.83325625],[-54.43633475],[-54.03941326],[-53.64249176],[-53.24557026],[-52.84864876],[-52.45172727],[-52.05480577],[-51.65788427],[-51.26096277],[-50.86404128],[-50.82831516],[-50.79258905],[-50.75686293],[-50.72113682],[-50.6854107],[-50.64968459],[-50.61395847],[-50.57823236],[-50.54250624],[-50.50678013],[-50.4651922],[-50.42360428],[-50.38201635],[-50.34042843],[-50.2988405],[-50.25725258],[-50.21566465],[-50.17407673],[-50.1324888],[-50.09090088],[-49.29502946],[-48.49915804],[-47.70328663],[-46.90741521],[-46.11154379],[-45.31567238],[-44.51980096],[-43.72392955],[-42.92805813],[-42.13218671],[-42.41356636],[-42.69494601],[-42.97632566],[-43.25770531],[-43.53908495],[-43.8204646],[-44.10184425],[-44.3832239],[-44.66460355],[-44.9459832],[-44.72394422],[-44.50190525],[-44.27986627],[-44.0578273],[-43.83578832],[-43.61374935],[-43.39171038],[-43.1696714],[-42.94763243],[-42.72559345],[-41.34270637],[-39.9598193],[-38.57693222],[-37.19404514],[-35.81115806],[-34.42827098],[-33.0453839],[-31.66249682],[-30.27960975],[-28.89672267],[-27.96538629],[-27.03404992],[-26.10271355],[-25.17137717],[-24.2400408],[-23.30870443],[-22.37736805],[-21.44603168],[-20.5146953],[-19.58335893]
192,[-23.66900066],[-24.43184168],[-25.19468269],[-25.95752371],[-26.72036472],[-27.48320574],[-28.24604676],[-29.00888777],[-29.77172879],[-30.5345698],[-31.29741082],[-31.86276175],[-32.42811267],[-32.9934636],[-33.55881453],[-34.12416546],[-34.68951638],[-35.25486731],[-35.82021824],[-36.38556916],[-36.95092009],[-37.79094259],[-38.63096508],[-39.47098758],[-40.31101007],[-41.15103257],[-41.99105506],[-42.83107756],[-43.67110005],[-44.51112255],[-45.35114504],[-45.05719939],[-44.76325373],[-44.46930808],[-44.17536242],[-43.88141677],[-43.58747111],[-43.29352546],[-42.9995798],[-42.70563415],[-42.41168849],[-42.84375796],[-43.27582742],[-43.70789688],[-44.13996635],[-44.57203581],[-45.00410527],[-45.43617474],[-45.8682442],[-46.30031366],[-46.73238313],[-47.28539196],[-47.8384008],[-48.39140963],[-48.94441847],[-49.49742731],[-50.05043614],[-50.60344498],[-51.15645381],[-51.70946265],[-52.26247149],[-52.87042427],[-53.47837706],[-54.08632984],[-54.69428262],[-55.30223541],[-55.91018819],[-56.51814098],[-57.12609376],[-57.73404654],[-58.34199933],[-57.29999636],[-56.2579934],[-55.21599043],[-54.17398746],[-53.1319845],[-52.08998153],[-51.04797857],[-50.0059756],[-48.96397263],[-47.92196967],[-47.85632167],[-47.79067367],[-47.72502568],[-47.65937768],[-47.59372968],[-47.52808168],[-47.46243369],[-47.39678569],[-47.33113769],[-47.26548969],[-47.68065602],[-48.09582236],[-48.51098869],[-48.92615502],[-49.34132135],[-49.75648768],[-50.17165402],[-50.58682035],[-51.00198668],[-51.41715301],[-50.9850952],[-50.55303738],[-50.12097956],[-49.68892175],[-49.25686393],[-48.82480611],[-48.3927483],[-47.96069048],[-47.52863266],[-47.09657485],[-46.69051209],[-46.28444933],[-45.87838656],[-45.4723238],[-45.06626104],[-44.66019828],[-44.25413552],[-43.84807276],[-43.44201],[-43.03594724],[-43.19809027],[-43.3602333],[-43.52237633],[-43.68451936],[-43.84666239],[-44.00880542],[-44.17094845],[-44.33309148],[-44.49523451],[-44.65737754],[-43.99794904],[-43.33852055],[-42.67909205],[-42.01966355],[-41.36023506],[-40.70080656],[-40.04137807],[-39.38194957],[-38.72252107],[-38.06309258],[-37.37192556],[-36.68075855],[-35.98959154],[-35.29842453],[-34.60725752],[-33.9160905],[-33.22492349],[-32.53375648],[-31.84258947],[-31.15142245],[-30.3870715],[-29.62272054],[-28.85836959],[-28.09401863],[-27.32966768],[-26.56531672],[-25.80096577],[-25.03661481],[-24.27226385],[-23.5079129]
